city,link,price,title,location,builtArea,usableArea,bedrooms,bathrooms,floor,age,condition,garage,orientation,energyCertificate,communityExpenses,airConditioning,elevator,houseHeating,houseHeatingType,terrace,swimmingPool,swimmingPoolType,houseType,photo,latitude,longitude,geometry
2,https://www.pisos.com/alquilar/apartamento-alhaurin_el_grande_centro_urbano-29236512420_105600/,850.0,Apartamento en alquiler en Alhaurín El Grande,La Alquería-Torrealquería (Alhaurín de la Torre),84.0,,2.0,1.0,,,,,,,,,0,0,,0,1,,,https://fotos.imghs.net/l/1056/704/1056_BM169-R3790483-Rental_1_2022113016591231250.jpg,36.640267,-4.691149,POINT (-4.691149 36.640267)
1,https://www.pisos.com/alquilar/apartamento-golf_el_carralero28220-31721316781_109100/,1250.0,Apartamento en alquiler en Apartamento en Avda. Reyes Católicos de Majadahonda,Golf-El Carralero (Majadahonda),53.0,53.0,1.0,1.0,2.0,,,,,,,Con bomba de calor,1,1,Gas,0,1,,,https://fotos.imghs.net/l/1091/126/1091_263126_1_2023021923261531250.jpg,40.477324,-3.373763,POINT (-3.373763 40.477324)
1,https://www.pisos.com/alquilar/apartamento-moncloa_aravaca_arguelles28008-26751830947_519513/,1250.0,Apartamento en alquiler en Argüelles,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),76.0,76.0,1.0,1.0,4.0,Entre 30 y 50 años,Reformado,,,,,Frío y calor,1,0,,0,0,,,https://fotos.imghs.net/l/519513/26751830947.519513/519513_26751830947_1_20220829211905710.jpg,40.428298,-3.717766,POINT (-3.717766 40.428298)
1,https://www.pisos.com/alquilar/apartamento-moncloa_aravaca_arguelles28008-27572927268_519513/,1000.0,Apartamento en alquiler en Argüelles,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),68.0,68.0,1.0,1.0,1.0,Entre 30 y 50 años,A estrenar,,,,,Frío y calor,1,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/519513/27572927268.519513/519513_27572927268_1_20220903084248996.jpg,40.428298,-3.717766,POINT (-3.717766 40.428298)
1,https://www.pisos.com/alquilar/apartamento-moncloa_aravaca_arguelles28008-27549276941_519513/,1075.0,Apartamento en alquiler en Argüelles,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),60.0,60.0,1.0,1.0,1.0,Entre 30 y 50 años,A estrenar,,,,,Frío y calor,1,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/519513/27549276941.519513/519513_27549276941_9_20220903081850975.jpg,40.428298,-3.717766,POINT (-3.717766 40.428298)
2,https://www.pisos.com/alquilar/apartamento-parque_de_la_paloma29630-30898758580_100500/,700.0,Apartamento en alquiler en Arroyo de La Miel,Parque de la Paloma (Distrito Benalmádena Costa. Benalmádena),50.0,45.0,1.0,1.0,7.0,,,,Sureste,,,,1,0,,1,1,Comunitaria,,https://fotos.imghs.net/l/1005/735/1005_172854912735_1_2023012513011511701.jpg,36.597126,-4.533969,POINT (-4.533969 36.597126)
2,https://www.pisos.com/alquilar/apartamento-artola-29221662389_105600/,2200.0,Apartamento en alquiler en Artola,Artola (Benahavís),130.0,,2.0,3.0,0.0,,,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1056/704/1056_BM148-R4184491-Rental_1_2022112316470831250.jpg,36.493726,-4.754296,POINT (-4.754296 36.493726)
2,https://www.pisos.com/alquilar/apartamento-artola-31710626404_105600/,1600.0,Apartamento en alquiler en Artola,Artola (Benahavís),101.0,,2.0,2.0,,,,,,,,,0,0,,0,1,,,https://fotos.imghs.net/l/1056/704/1056_BM174-R3230701-Rental_1_2023020917280731250.jpg,36.493726,-4.754296,POINT (-4.754296 36.493726)
2,https://www.pisos.com/alquilar/apartamento-caleta_de_velez_lagos29751-27521631608_103200/,770.0,Apartamento en alquiler en Avenida Andalucía,Caleta de Vélez-Lagos (Vélez-Málaga),65.0,,1.0,1.0,,,En buen estado,Compartido,Oeste,,,Instalación,1,1,Individual,1,0,,,https://fotos.imghs.net/l/1032/655/1032_IEN52-AN_Pirámides_2_Invierno_1_2022092404011331250.jpg,36.717188,-4.430006,POINT (-4.430006 36.717188)
2,https://www.pisos.com/alquilar/apartamento-cruz_de_humilladero_carranque29010-33373037029_990695/,780.0,"Apartamento en alquiler en Avenida Carlos de Haya, cerca de Calle de Argentea",Carranque (Distrito Cruz de Humilladero. Málaga Capital),55.0,50.0,1.0,1.0,6.0,,En buen estado,1,,,,Frío y calor,1,0,,0,0,,,https://fotos.imghs.net/l/990695/33373037029.990695/990695_33373037029_1_20230405141547178.jpg,36.72166,-4.444031,POINT (-4.444031 36.72166)
2,https://www.pisos.com/alquilar/apartamento-cruz_de_humilladero_carranque29010-33430173435_990695/,850.0,"Apartamento en alquiler en Avenida Carlos de Haya, cerca de Calle de Ruy López",Carranque (Distrito Cruz de Humilladero. Málaga Capital),60.0,55.0,1.0,1.0,0.0,,En buen estado,1,,,,Frío y calor,1,0,,1,0,,,https://fotos.imghs.net/l/990695/33430173435.990695/990695_33430173435_7_20230405094134440.jpg,36.72166,-4.444031,POINT (-4.444031 36.72166)
1,https://www.pisos.com/alquilar/apartamento-chamartin_hispanoamerica28036-5054784694_100100/,2000.0,"Apartamento en alquiler en Avenida de Alberto Alcocer, 12",Hispanoamérica (Distrito Chamartín. Madrid Capital),74.0,,1.0,1.0,7.0,,,1,,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1001/888/1001_PX76396_-_DE-EUR-_280519713AL-85663888_1_2020061101081931250.jpg,40.45954,-3.688207,POINT (-3.688207 40.45954)
1,https://www.pisos.com/alquilar/apartamento-chamartin_hispanoamerica28036-5010584309_100100/,2300.0,"Apartamento en alquiler en Avenida de Alberto Alcocer, 12",Hispanoamérica (Distrito Chamartín. Madrid Capital),95.0,,2.0,2.0,4.0,Más de 50 años,,1,,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1001/648/1001_PX76396_-_DE-EU402-19052020-89415648_1_2020061101081931250.jpg,40.45954,-3.688207,POINT (-3.688207 40.45954)
1,https://www.pisos.com/alquilar/apartamento-chamartin_hispanoamerica28036-5035675747_100100/,2300.0,"Apartamento en alquiler en Avenida de Alberto Alcocer, 16",Hispanoamérica (Distrito Chamartín. Madrid Capital),95.0,,2.0,2.0,4.0,,,1,,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1001/032/1001_PX76396_-_DE-2EU402-19052020-89840032_1_2020061101081931250.jpg,40.45954,-3.688207,POINT (-3.688207 40.45954)
1,https://www.pisos.com/alquilar/apartamento-chamartin_hispanoamerica28036-5072434824_100100/,2200.0,"Apartamento en alquiler en Avenida de Alberto Alcocer, 18",Hispanoamérica (Distrito Chamartín. Madrid Capital),76.0,,1.0,2.0,4.0,,,1,,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1001/593/1001_PX76396_-_DE-2EU404-24022020AL-89840593_1_2020061101081931250.jpg,40.45954,-3.688207,POINT (-3.688207 40.45954)
2,https://www.pisos.com/alquilar/apartamento-playamar_benyamina-32586624212_516428/,900.0,Apartamento en alquiler en Avenida de Benyamina,Playamar-Benyamina (Torremolinos),67.0,60.0,2.0,1.0,1.0,Entre 20 y 30 años,Reformado,,Sur,,,Frío y calor,1,1,Eléctrica,1,1,Comunitaria,,https://fotos.imghs.net/l/516428/32586624212.516428/516428_32586624212_1_20230308180909153.jpg,36.691275,-4.456479,POINT (-4.456479 36.691275)
2,https://www.pisos.com/alquilar/apartamento-capuchinos_la_goleta_el_molinillo_segalerva29014-10884040816_517988/,875.0,"Apartamento en alquiler en Avenida de Cibeles, 5",Capuchinos-La Goleta-El Molinillo-Segalerva (Distrito Centro. Málaga Capital),59.0,56.0,1.0,1.0,0.0,Menos de 5 años,A estrenar,,Sur,,Entre 10 y 20€,,0,0,,0,0,,,https://fotos.imghs.net/l/517988/10884040816.517988/517988_10884040816_16_20210321195905388.jpg,36.739099,-4.420345,POINT (-4.420345 36.739099)
1,https://www.pisos.com/alquilar/apartamento-zona_avenida_de_europa28224-22527524300_101800/,995.0,"Apartamento en alquiler en Avenida de Europa, 16",Zona Avenida de Europa (Pozuelo de Alarcón),60.0,,1.0,1.0,,,En buen estado,,Noroeste,,,,1,1,Eléctrica,1,1,Comunitaria,,https://fotos.imghs.net/l/1018/220/1018_17739220_0_2022032917034404458.jpg,40.564318,-3.501141,POINT (-3.501141 40.564318)
1,https://www.pisos.com/alquilar/apartamento-adelfas28007-3381861871_100500/,1970.0,"Apartamento en alquiler en Avenida de la Ciudad de Barcelona, cerca de Calle de Catalina Suárez",Adelfas (Distrito Retiro. Madrid Capital),112.0,,3.0,2.0,5.0,,En buen estado,1,,,Más de 100€,Frío,1,0,,0,1,Comunitaria,,https://fotos.imghs.net/l/1005/484/1005_2345484_1_2020101516103900058.jpg,40.399746,-3.671655,POINT (-3.671655 40.399746)
1,https://www.pisos.com/alquilar/apartamento-adelfas28007-3373062610_100500/,1580.0,"Apartamento en alquiler en Avenida de la Ciudad de Barcelona, cerca de Calle de Catalina Suárez",Adelfas (Distrito Retiro. Madrid Capital),75.0,,2.0,1.0,4.0,,En buen estado,1,,,Más de 100€,Frío,1,1,Central,0,1,Propia,,https://fotos.imghs.net/l/1005/492/1005_2345492_2_2020041310040528510.jpg,40.399746,-3.671655,POINT (-3.671655 40.399746)
1,https://www.pisos.com/alquilar/apartamento-retiro_pacifico28007-945856910004564_109800/,700.0,"Apartamento en alquiler en Avenida de la Ciudad de Barcelona, nº S/N",Pacífico (Distrito Retiro. Madrid Capital),48.0,45.0,1.0,1.0,4.0,Más de 50 años,En buen estado,,,,,Frío y calor,1,0,,0,0,,,https://fotos.imghs.net/l/1098/564/1098_0_foto_20230316130451492_945856910004564.jpg,40.399746,-3.671655,POINT (-3.671655 40.399746)
1,https://www.pisos.com/alquilar/apartamento-estacion_zona_norte-30904747558_996542/,1000.0,Apartamento en alquiler en Avenida de Leopoldo Calvo Sotelo,Estación-Zona Norte (Pozuelo de Alarcón),60.0,50.0,1.0,1.0,0.0,Entre 20 y 30 años,Reformado,1,Este,,,,0,1,Con acumuladores,0,1,Comunitaria,,https://fotos.imghs.net/l/996542/30904747558.996542/996542_30904747558_1_20230121094336415.jpg,40.455033,-3.705771,POINT (-3.705771 40.455033)
1,https://www.pisos.com/alquilar/apartamento-nino_jesus28009-32509742695_100500/,1900.0,Apartamento en alquiler en Avenida de Menéndez Pelayo,Niño Jesús (Distrito Retiro. Madrid Capital),72.0,68.0,2.0,2.0,1.0,,A estrenar,,Sur,,,Frío,1,1,Central,0,0,,,https://fotos.imghs.net/l/1005/297/1005_3679297_9_2023030923035827547.jpg,40.420269,-3.679269,POINT (-3.679269 40.420269)
2,https://www.pisos.com/alquilar/apartamento-alhaurin_el_grande_centro-32520973108_100500/,550.0,"Apartamento en alquiler en Avenida de Mijas, 34",Centro (Alhaurín el Grande),85.0,84.0,2.0,1.0,0.0,,,,Norte,,,,0,1,,0,0,,,https://fotos.imghs.net/l/1005/475/1005_182483755475_1_2023030221031140579.jpg,36.547947,-4.635741,POINT (-4.635741 36.547947)
2,https://www.pisos.com/alquilar/apartamento-bellavista_el_morlaco29017-31697959533_525975/,1800.0,Apartamento en alquiler en Avenida de Salvador Allende,Bellavista-El Morlaco (Distrito Este. Málaga Capital),130.0,130.0,4.0,4.0,5.0,,En buen estado,1,Sur,,,,1,0,,0,0,,,https://fotos.imghs.net/l/525975/31697959533.525975/525975_31697959533_13_20230207172034471.jpg,36.718522,-4.355167,POINT (-4.355167 36.718522)
1,https://www.pisos.com/alquilar/apartamento-ensanche_de_vallecas_valdecarros28051-945856910004037_109800/,870.0,"Apartamento en alquiler en Avenida del Cerro Milano, 139",Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),,52.0,1.0,1.0,3.0,Entre 5 y 10 años,En buen estado,1,Noroeste,,,Frío y calor,0,1,Eléctrica,0,1,Comunitaria,,https://fotos.imghs.net/l/1098/037/2299a4e6-982b-4071-a94e-6d2a90658120_20230313223007489.jpg,40.380218,-3.421281,POINT (-3.421281 40.380218)
1,https://www.pisos.com/alquilar/apartamento-ensanche_de_vallecas_valdecarros28051-32501972494_100500/,870.0,"Apartamento en alquiler en Avenida del Cerro Milano, cerca de Calle del Arte Pop",Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),60.0,52.0,1.0,1.0,3.0,,,1,,,,,1,0,,0,1,Propia,,https://fotos.imghs.net/l/1005/940/1005_183320099940_1_2023031710031798822.jpg,40.475212,-3.650018,POINT (-3.650018 40.475212)
2,https://www.pisos.com/alquilar/apartamento-torrox_nucleo-30909225314_525502/,1100.0,Apartamento en alquiler en Avenida del Faro,Núcleo (Torrox),100.0,90.0,2.0,2.0,2.0,Entre 5 y 10 años,En buen estado,,,,,Frío y calor,1,0,,1,0,,,https://fotos.imghs.net/l/525502/30909225314.525502/525502_30909225314_12_20230119162918487.jpg,36.496041,-4.723125,POINT (-4.723125 36.496041)
2,https://www.pisos.com/alquilar/apartamento-rincon_de_la_victoria_rincon-945856909965478_109800/,831.0,"Apartamento en alquiler en Avenida del Mediterráneo, 160",Rincón (Rincón de la Victoria),,35.0,1.0,1.0,1.0,Entre 5 y 10 años,En buen estado,,Sur,,,Frío y calor,1,0,,0,0,,,https://fotos.imghs.net/l/1098/478/2195160d-333e-43b3-b9ac-5e9d8720f26e_20220805095902026.jpg,36.501173,-4.686427,POINT (-4.686427 36.501173)
2,https://www.pisos.com/alquilar/apartamento-velez_malaga_torre_del_mar29749-28337381838_103200/,990.0,Apartamento en alquiler en Avenida Gerald Brenan,Torre del Mar (Vélez-Málaga),110.0,,3.0,2.0,,,En buen estado,Compartido,Oeste,,,,1,0,,1,0,,,https://fotos.imghs.net/l/1032/010/1032_IEN52-AN_vega_10_1_2022101904013431250.jpg,36.691316,-4.478086,POINT (-4.478086 36.691316)
2,https://www.pisos.com/alquilar/apartamento-este_el_palo29018-945856909994158_109800/,600.0,"Apartamento en alquiler en Avenida Miraflores del Palo, 2",El Palo (Distrito Este. Málaga Capital),45.0,44.0,1.0,1.0,1.0,Entre 10 y 20 años,En buen estado,,Sur,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1098/158/1098_0_foto_20230121115226143_945856909994158.jpg,36.721199,-4.354527,POINT (-4.354527 36.721199)
1,https://www.pisos.com/alquilar/apartamento-villaviciosa_de_odon_centro-11682667118_521787/,700.0,"Apartamento en alquiler en Avenida Príncipe de Asturias, cerca de Avenida de Castilla",Centro (Villaviciosa de Odón),75.0,70.0,1.0,1.0,1.0,Entre 10 y 20 años,En buen estado,,Sureste,,,,0,1,Gas natural,0,0,,,https://fotos.imghs.net/l/521787/11682667118.521787/521787_11682667118_11_20210208201812315.jpg,40.35431,-3.900569,POINT (-3.900569 40.35431)
1,https://www.pisos.com/alquilar/apartamento-villaviciosa_de_odon_centro-22501476880_521787/,875.0,"Apartamento en alquiler en Avenida Príncipe de Asturias, cerca de Calle del Campo",Centro (Villaviciosa de Odón),70.0,62.0,1.0,2.0,1.0,Entre 20 y 30 años,En buen estado,1,Sureste,,,Frío,0,1,Gas natural,1,0,,,https://fotos.imghs.net/l/521787/22501476880.521787/521787_22501476880_40_20220316165458974.jpg,40.35431,-3.900569,POINT (-3.900569 40.35431)
2,https://www.pisos.com/alquilar/apartamento-manilva_san_luis_de_sabinillas-945856909969906_109800/,800.0,"Apartamento en alquiler en Avenida Ur. La Noria, nº 4",San Luis de Sabinillas (Manilva),90.0,90.0,2.0,2.0,2.0,Entre 5 y 10 años,En buen estado,1,Norte,,,,1,0,,1,1,Comunitaria,,https://fotos.imghs.net/l/1098/906/1098_0_foto_20220828195146605_945856909969906.jpg,36.522537,-4.895764,POINT (-4.895764 36.522537)
0,https://www.pisos.com/alquilar/apartamento-castelldefels_el_poal-945856910002883_109800/,950.0,"Apartamento en alquiler en Avinguda de la Constitució, 460, cerca de Carrer Cova-Fumada",El Poal (Castelldefels),40.0,40.0,1.0,1.0,1.0,Entre 30 y 50 años,En buen estado,1,Sur,,Entre 10 y 20 €,,0,0,,1,0,,,https://fotos.imghs.net/l/1098/883/1098_0_foto_20230307124850079_945856910002883.jpg,41.277524,1.97691,POINT (1.97691 41.277524)
0,https://www.pisos.com/alquilar/apartamento-antiga_esquerra_de_eixample08011-851924878_100500/,1000.0,"Apartamento en alquiler en Avinguda de Roma, cerca de Carrer d' Aragó",L'Antiga Esquerra de l'Eixample (Distrito Eixample. Barcelona Capital),65.0,65.0,1.0,1.0,,,En buen estado,,,,,Frío,1,0,,0,0,,,https://fotos.imghs.net/l/1005/224/1005_2223224_1_2020013014010402050.jpg,41.397617,2.119493,POINT (2.119493 41.397617)
0,https://www.pisos.com/alquilar/apartamento-sant_pere_santa_caterina_la_ribera08003-31690937033_101800/,4500.0,Apartamento en alquiler en Avinguda Diagonal,Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital),148.0,,3.0,3.0,,,En buen estado,,,,,Frío,1,1,Central,1,1,Propia,,https://fotos.imghs.net/l/1018/803/1018_33241803_1_2023021723022246721.jpg,41.40999,2.21605,POINT (2.21605 41.40999)
1,https://www.pisos.com/alquilar/apartamento-timon28042-32541489077_106000/,675.0,Apartamento en alquiler en Barajas - Timón,Timón (Distrito Barajas. Madrid Capital),,,1.0,1.0,0.0,Más de 50 años,En buen estado,,,,,A/a f/c,0,0,,0,0,,,https://fotos.imghs.net/l/1060/627/1060_NI548-627_1_2023031606314131250.jpg,40.475812,-3.582621,POINT (-3.582621 40.475812)
0,https://www.pisos.com/alquilar/apartamento-el_raval08001-32506229855_101800/,700.0,"Apartamento en alquiler en Barcelona, Zona de - Barcelona Capital",El Raval (Distrito Ciutat Vella. Barcelona Capital),42.0,,1.0,1.0,,,En buen estado,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1018/751/1018_4762751_0_2023031018034722511.jpg,41.372665,2.179503,POINT (2.179503 41.372665)
2,https://www.pisos.com/alquilar/apartamento-bel_air_cancelada_saladillo29680-32582868120_109300/,2500.0,Apartamento en alquiler en Bel-Air-Cancelada-Saladillo,Bel-Air-Cancelada-Saladillo (Estepona),168.0,,3.0,3.0,,,,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1093/314/1093_EP615-449631L_1_2023030805470531250.jpg,36.462516,-5.042547,POINT (-5.042547 36.462516)
2,https://www.pisos.com/alquilar/apartamento-bel_air_cancelada_saladillo29680-31688730562_105600/,2800.0,Apartamento en alquiler en Bel-Air-Cancelada-Saladillo,Bel-Air-Cancelada-Saladillo (Estepona),118.0,,2.0,2.0,,,,,,,,,0,0,,0,1,,,https://fotos.imghs.net/l/1056/704/1056_BM174-R4036705-Rental_1_2023020917280831250.jpg,36.462516,-5.042547,POINT (-5.042547 36.462516)
2,https://www.pisos.com/alquilar/apartamento-bel_air_cancelada_saladillo29688-32560691539_105300/,2700.0,Apartamento en alquiler en Bel-Air-Cancelada-Saladillo,Bel-Air-Cancelada-Saladillo (Estepona),150.0,,3.0,2.0,,,,,,,,,0,0,,0,1,,,https://fotos.imghs.net/l/1053/704/1053_RS9-R4126264-Rental_1_2023030909012031250.jpg,36.462516,-5.042547,POINT (-5.042547 36.462516)
2,https://www.pisos.com/alquilar/apartamento-puerto_marina29630-28342826899_100500/,1400.0,Apartamento en alquiler en Benalmádena,Puerto Marina (Distrito Benalmádena Costa. Benalmádena),100.0,95.0,2.0,2.0,6.0,,En buen estado,,Sureste,,,Frío,1,0,,1,1,Comunitaria,,https://fotos.imghs.net/l/1005/722/1005_3553722_1_2022102712104459833.jpg,36.596025,-4.568878,POINT (-4.568878 36.596025)
2,https://www.pisos.com/alquilar/apartamento-cabopino_reserva_de_marbella-32582949777_997012/,1150.0,Apartamento en alquiler en Cabopino-Reserva de Marbella,Cabopino-Reserva de Marbella (Distrito Las Chapas. Marbella),85.0,70.0,2.0,2.0,1.0,,En buen estado,1,,,,Frío y calor,1,0,,1,1,Comunitaria,,https://fotos.imghs.net/l/997012/32582949777.997012/997012_32582949777_1_20230306122624867.jpg,36.49042,-4.74283,POINT (-4.74283 36.49042)
2,https://www.pisos.com/alquilar/apartamento-cabopino_reserva_de_marbella-32597628618_103200/,1150.0,Apartamento en alquiler en Cabopino-Reserva de Marbella,Cabopino-Reserva de Marbella (Distrito Las Chapas. Marbella),110.0,,2.0,2.0,,,En buen estado,Independiente,,,,Preinstalación,1,1,Central,1,0,,,https://fotos.imghs.net/l/1032/848/1032_IEN39-848_9_2023030704015931250.jpg,36.49042,-4.74283,POINT (-4.74283 36.49042)
0,https://www.pisos.com/alquilar/apartamento-ca_naurell08224-31683747603_106000/,650.0,Apartamento en alquiler en Calle Alexandre Bell,Ca n'Aurell (Terrassa),58.0,50.0,1.0,1.0,3.0,,En buen estado,,,,,No,1,1,Gas natural,0,0,,,https://fotos.imghs.net/l/1060/755/1060_NI211-755_1_2023031406302731250.jpg,,,POINT EMPTY
2,https://www.pisos.com/alquilar/apartamento-mijas_costa_calahonda-31733601131_107500/,690.0,Apartamento en alquiler en Calle Alhamar,Calahonda (Distrito Mijas Costa. Mijas),30.0,,1.0,1.0,,,En buen estado,,,,,,0,0,,0,1,,,https://fotos.imghs.net/l/1075/100/1075_SOL6-CH-76354-0001_A_1_2023022312055631250.jpg,36.487974,-4.716755,POINT (-4.716755 36.487974)
2,https://www.pisos.com/alquilar/apartamento-alcorrin-945856909988190_109800/,750.0,"Apartamento en alquiler en Calle Almendro El, nº 4",Alcorrín (Manilva),,100.0,2.0,2.0,0.0,Entre 10 y 20 años,En buen estado,1,Sur,,,Frío y calor,0,1,Eléctrica,1,1,Comunitaria,,https://fotos.imghs.net/l/1098/190/f0dd7973-14b5-4a0b-aaef-364419053ed5_20221208213933989.jpg,36.678719,-4.629711,POINT (-4.629711 36.678719)
0,https://www.pisos.com/alquilar/apartamento-el_fort_pienc08013-31702914171_108900/,1300.0,"Apartamento en alquiler en Calle C, nº 456",El Fort Pienc (Distrito Eixample. Barcelona Capital),90.0,,3.0,2.0,,,,,,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1089/329/1089_XA768-165329_1_2023022016161431250.jpg,41.38907,1.569364,POINT (1.569364 41.38907)
2,https://www.pisos.com/alquilar/apartamento-zona_calvario29680-945856909944676_109800/,1100.0,"Apartamento en alquiler en Calle Calancha, nº 3",Zona Calvario (Distrito Centro. Estepona),70.0,60.0,1.0,1.0,6.0,Menos de 5 años,En buen estado,1,Sur,,,Frío y calor,1,1,Central,1,1,Comunitaria,,https://fotos.imghs.net/l/1098/676/1098_0_foto_20220612190151629_945856909944676.jpg,36.681474,-4.537153,POINT (-4.537153 36.681474)
2,https://www.pisos.com/alquilar/apartamento-caleta_de_velez_lagos29751-27505733524_103200/,1650.0,Apartamento en alquiler en Calle Calle Faro de La Caleta,Caleta de Vélez-Lagos (Vélez-Málaga),94.0,94.0,3.0,2.0,,,En buen estado,Independiente,Sur,,,Instalación,1,1,Individual,1,0,,,https://fotos.imghs.net/l/1032/655/1032_IEN52-AN_Alexia_2_invierno_1_2022092204014031250.jpg,36.764472,-3.87226,POINT (-3.87226 36.764472)
2,https://www.pisos.com/alquilar/apartamento-caleta_de_velez_lagos29751-27574339785_103200/,1320.0,Apartamento en alquiler en Calle Calle Faro de La Caleta,Caleta de Vélez-Lagos (Vélez-Málaga),80.0,75.0,2.0,2.0,,,En buen estado,Independiente,Sur,,,Instalación,1,1,Individual,1,0,,,https://fotos.imghs.net/l/1032/655/1032_IEN52-AN_Alexia_temporada_invierno_1_2022092304011431250.jpg,36.764472,-3.87226,POINT (-3.87226 36.764472)
2,https://www.pisos.com/alquilar/apartamento-artola-32581462490_101800/,2200.0,Apartamento en alquiler en Calle Calle los Arqueros,Artola (Benahavís),80.0,,2.0,2.0,,,En buen estado,1,Al mar,,,,0,0,,1,1,Comunitaria,,https://fotos.imghs.net/l/1018/361/1018_33501361_1_2023031715030771720.jpg,36.764472,-3.87226,POINT (-3.87226 36.764472)
2,https://www.pisos.com/alquilar/apartamento-torrequebrada29630-32529242405_103200/,1500.0,Apartamento en alquiler en Calle Calle Torrequebrada,Torrequebrada (Distrito Benalmádena Costa. Benalmádena),170.0,120.0,3.0,2.0,,,En buen estado,Independiente,Sur,,,Preinstalación,1,1,Central,1,0,,,https://fotos.imghs.net/l/1032/849/1032_IEN39-849_1_2023031304014231250.jpg,36.581841,-4.538817,POINT (-4.538817 36.581841)
0,https://www.pisos.com/alquilar/apartamento-sant_pere_santa_caterina_la_ribera08003-30834332904_101800/,3700.0,Apartamento en alquiler en Calle Carrer de La Gran VIA,Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital),170.0,,4.0,2.0,,,En buen estado,,,,,Frío,1,1,Central,0,1,Propia,,https://fotos.imghs.net/l/1018/969/1018_32956969_1_2023011315014164057.jpg,41.3486,2.110173,POINT (2.110173 41.3486)
0,https://www.pisos.com/alquilar/apartamento-sant_pere_santa_caterina_la_ribera08003-30837137052_101800/,3700.0,Apartamento en alquiler en Calle Carrer de La Gran VIA,Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital),170.0,,4.0,2.0,,,En buen estado,,,,,Frío,1,1,Central,0,1,Propia,,https://fotos.imghs.net/l/1018/009/1018_32957009_1_2023011315014403392.jpg,41.3486,2.110173,POINT (2.110173 41.3486)
0,https://www.pisos.com/alquilar/apartamento-sant_pere_santa_caterina_la_ribera08003-30885987536_101800/,4700.0,Apartamento en alquiler en Calle Carrer de La Gran VIA,Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital),190.0,,5.0,3.0,,,En buen estado,,,,,Frío,1,1,Central,1,1,Propia,,https://fotos.imghs.net/l/1018/083/1018_32957083_1_2023011323012546655.jpg,41.3486,2.110173,POINT (2.110173 41.3486)
2,https://www.pisos.com/alquilar/apartamento-capuchinos_la_goleta_el_molinillo_segalerva29008-32554473921_525975/,1200.0,"Apartamento en alquiler en Calle Carretería, cerca de Calle del Arco de la Cabeza",Capuchinos-La Goleta-El Molinillo-Segalerva (Distrito Centro. Málaga Capital),55.0,55.0,1.0,1.0,1.0,,Reformado,,,,,Frío y calor,0,0,,0,0,,,https://fotos.imghs.net/l/525975/32554473921.525975/525975_32554473921_1_20230318110935873.jpg,36.723877,-4.422171,POINT (-4.422171 36.723877)
2,https://www.pisos.com/alquilar/apartamento-la_cala-945856909932884_109800/,680.0,"Apartamento en alquiler en Calle Cartama, 1",La Cala (Distrito Mijas Costa. Mijas),,60.0,1.0,1.0,2.0,Entre 5 y 10 años,En buen estado,,,,Entre 10 y 20 €,,1,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/1098/781/093f060e-243e-4ada-a785-fcd46582c719_20210902193731387.jpg,36.503252,-4.681118,POINT (-4.681118 36.503252)
2,https://www.pisos.com/alquilar/apartamento-la_cala-945856909896782_109800/,680.0,"Apartamento en alquiler en Calle Cartama, 1",La Cala (Distrito Mijas Costa. Mijas),,60.0,1.0,1.0,2.0,Entre 5 y 10 años,En buen estado,,,,Entre 10 y 20 €,,1,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/1098/781/093f060e-243e-4ada-a785-fcd46582c719_20210902193731387.jpg,36.503252,-4.681118,POINT (-4.681118 36.503252)
2,https://www.pisos.com/alquilar/apartamento-urbanizacion_santa_rosa_generacion_del_2729793-31692373803_103200/,650.0,Apartamento en alquiler en Calle Casas Nuevas,Urbanización Santa Rosa-Generación del 27 (Torrox),78.0,,2.0,1.0,,,En buen estado,Compartido,Oeste,,,,1,0,,1,0,,,https://fotos.imghs.net/l/1032/002/1032_IEN59-AL-CN-10-2_16_2022100604012631250.jpg,36.832873,-3.973088,POINT (-3.973088 36.832873)
